Preferred Family Name;Preferred Given Name;National Olympic Committee;Nationality;Gender;Date of Birth;Discipline;Event
BALLHAUS;MASCHA;GER;GER;F;2000-07-27;JUD;Mixed Team
BECK;LEONIE;GER;GER;F;1997-05-27;OWS;Women's 10km
WEBER;MARC;GER;GER;M;1997-09-05;ROW;Men's Double Sculls
KORTE;SVEN;GER;GER;M;1990-01-09;SHO;Skeet Men
KRAWIETZ;KEVIN;GER;GER;M;1992-01-24;TEN;Men's Doubles
ALBEK;ANNA;HUN;HUN;F;2001-12-02;HBL;Women
ERDI;MARIA;HUN;HUN;F;1998-02-18;SAL;Women's Dinghy
MESZAROS;ESZTER;HUN;HUN;F;2002-06-29;SHO;50m Rifle 3 Positions Women
KUMARI;DEEPIKA;IND;IND;F;1994-06-13;ARC;Women's Individual
PANWAR;SURAJ;IND;IND;M;2001-04-02;ATH;Marathon RW Mixed Relay
MCCANN;JODIE;IRL;IRL;F;2000-02-03;ATH;Women's 5000m
NGUYEN;NHAT;IRL;IRL;M;2000-06-16;BDM;Men's Singles
LEHANE;JENNIFER;IRL;IRL;F;1998-08-19;BOX;Women's 54kg
WALSH;GRAINNE;IRL;IRL;F;1995-10-13;BOX;Women's 66kg
MULLEN;RYAN;IRL;IRL;M;1994-08-07;CRD;Men's Road Race
BERRY;SUSANNAH;IRL;IRL;F;1996-01-01;EQU;Eventing Team
BROWN;PETER;IRL;IRL;M;1994-07-07;HOC;Men
LYNCH;DAIRE;IRL;IRL;M;1998-06-19;ROW;Men's Double Sculls
LENNOX;HUGO;IRL;IRL;M;1999-03-06;RU7;Men
RIORDAN;ERIN;IRL;IRL;F;1999-09-02;SWM;Relay Only Athlete - Women
JORUNNARDOTTIR;SNAEFRIDUR SOL;ISL;ISL;F;2000-10-31;SWM;Women's 100m Freestyle
REUVENY;TOM;ISR;ISR;M;2000-06-12;SAL;Men's Windsurfing
POLONSKY;RON;ISR;ISR;M;2001-03-28;SWM;Men's 100m Breaststroke
BARZELAY;AVIV;ISR;ISR;F;2002-05-28;SWM;Women's 200m Backstroke
POLONSKY;LEA;ISR;ISR;F;2002-05-25;SWM;Women's 200m Individual Medley
SCHEMBRI;KRUZ;ISV;USA;M;2006-10-25;FEN;Men's Foil Individual
MUSOLESI;FEDERICO;ITA;ITA;M;1998-10-17;ARC;Men's Team
DOSSO;ZAYNAB;ITA;ITA;F;1999-09-12;ATH;Women's 4 x 100m Relay
MURARO;ALICE;ITA;ITA;F;2000-08-14;ATH;Women's 400m Hurdles
COLLI;Beatrice;ITA;ITA;F;2004-10-10;CLB;Women's Speed
IVALDI;RAFFAELLO;ITA;ITA;M;1997-12-16;CSL;Men's Canoe Single
DELLA VALLE;MATTEO;ITA;ITA;M;1998-01-15;ROW;Men's Eight
DE FILIPPIS;MAURO;ITA;ITA;M;1980-08-10;SHO;Trap Men
ERRANI;SARA;ITA;ITA;F;1987-04-29;TEN;Women's Doubles
RANGHIERI;ALEX;ITA;ITA;M;1987-06-18;VBV;Men
MICHIELETTO;ALESSANDRO;ITA;ITA;M;2001-12-05;VVO;Men
CHAMIZO MARQUEZ;FRANK;ITA;ITA;M;1992-07-10;WRE;Men's Freestyle 74kg
BROADBELL;RASHEED;JAM;JAM;M;2000-08-13;ATH;Men's 110m Hurdles
RICKETTS;SHANIEKA;JAM;JAM;F;1992-02-02;ATH;Women's Triple Jump
KIRLEW;JOSH;JAM;JAM;M;1999-09-09;SWM;Men's 100m Butterfly
ABO-ALRUB;RAMA;JOR;JOR;F;2001-06-08;TKW;Women +67kg
KASAI;JUN;JPN;JPN;M;2000-10-24;ATH;Men's 10,000m
SAKAI;RYUICHIRO;JPN;JPN;M;1998-03-14;ATH;Men's 4 x 100m Relay
SAKAI;RYUICHIRO;JPN;JPN;M;1998-03-14;ATH;Men's 100m
SATO;FUGA;JPN;JPN;M;1996-06-01;ATH;Men's 4 x 400m Relay
HATA;SUMIRE;JPN;JPN;F;1996-05-04;ATH;Women's Long Jump
STEENBERGEN;MARRIT;NED;NED;F;2000-01-11;SWM;Women's 200m Individual Medley
KOLKMAN;MITCH;NED;NED;M;2002-09-19;TRI;Men's Individual
TEN BROEK;NINA;NED;NED;F;2001-07-04;WPO;Women
SHAH;ALEXANDER;NEP;NEP;M;2002-10-29;SWM;Men's 100m Freestyle
SHRESTHA;SANTOO;NEP;NEP;M;2000-06-26;TTE;Men's Singles
CHUKWUMA;ROSEMARY;NGR;NGR;F;2001-12-05;ATH;Women's 100m
UKPESERAYE;ESE LOVINA;NGR;NGR;F;1999-03-21;CTR;Women's Sprint
OSHOALA;ASISAT;NGR;NGR;F;1994-10-09;FBL;Women
NWANDU;ADAKU;NGR;NGR;F;2007-09-29;SWM;Women's 50m Freestyle
AMUNDSEN;KRISTINE STRAND;NOR;NOR;F;1998-04-26;CSP;Women's Kayak Four 500m
BERGERUD;TORBJOERN SITTRUP;NOR;NOR;M;1994-07-16;HBL;Men
BJOERNSEN;KRISTIAN;NOR;NOR;M;1989-01-10;HBL;Men
SOLBERG-OSTHASSEL;SILJE;NOR;NOR;F;1990-06-16;HBL;Women
LOVSETH;SOLVEIG;NOR;NOR;F;1999-07-14;TRI;Women's Individual
BELL;CONNOR;NZL;NZL;M;2001-06-21;ATH;Men's Discus Throw
PRESTON;JAMES;NZL;NZL;M;1997-05-08;ATH;Men's 800m
BUTCHER;FINN;NZL;NZL;M;1995-03-17;CSL;Men's Kayak Cross
STEWART;CAMPBELL;NZL;NZL;M;1998-05-12;CTR;Men's Team Pursuit
BAYLISS;LACHLAN;NZL;NZL;M;2002-07-24;FBL;Men
CLEGG;MILLY;NZL;NZL;F;2005-11-01;FBL;Women
TAYLOR;KATE;NZL;NZL;F;2003-10-21;FBL;Women
BOYDE;SCOTT;NZL;NZL;M;1994-08-05;HOC;Men
FINDLAY;SEAN;NZL;NZL;M;2001-12-05;HOC;Men
MURRAY;TOM;NZL;NZL;M;1994-04-05;ROW;Men's Four
FAIRWEATHER;ERIKA;NZL;NZL;F;2003-12-31;SWM;Women's 200m Freestyle
WILDE;HAYDEN;NZL;NZL;M;1997-09-01;TRI;Men's Individual
JOSEPH;GULFAM;PAK;PAK;M;1999-12-17;SHO;10m Air Pistol Men
FRUTOS;RODRIGO;PAR;PAR;M;2003-01-06;FBL;Men
PALACIOS;VALERIA;PER;PER;F;2000-07-06;ROW;Lightw. Women's Dble Sculls
KASSMAN;KEVIN SOGO;PNG;PNG;M;1999-01-01;TKW;Men -68kg
BUKOWIECKI;KONRAD;POL;POL;M;1997-03-17;ATH;Men's Shot Put
FAJDEK;PAWEL;POL;POL;M;1989-06-04;ATH;Men's Hammer Throw
MRZYGLOD;CYPRIAN;POL;POL;M;1998-02-02;ATH;Men's Javelin Throw
ZDZIEBLO;KATARZYNA;POL;POL;F;1996-11-28;ATH;Women's 20km Race Walk
KALUCKA;ALEKSANDRA;POL;POL;F;2001-12-25;CLB;Women's Speed
ANIOLKOWSKI;STANISLAW;POL;POL;M;1997-01-20;CRD;Men's Road Race
LACH;MARTA;POL;POL;F;1997-05-26;CRD;Women's Road Race
PULAWSKA;ANNA;POL;POL;F;1996-02-07;CSP;Women's Kayak Four 500m
ADAM;CONSTANTIN;ROU;ROU;M;1996-07-12;ROW;Men's Eight
CHIRUTA;MIHAI;ROU;ROU;M;1998-09-26;ROW;Men's Single Sculls
KALININA;ANHELINA;UKR;UKR;F;1997-02-07;TEN;Women's Singles
KICHENOK;NADIIA;UKR;UKR;F;1992-07-20;TEN;Women's Doubles
CETRARO BERRIOLO;BRUNO;URU;URU;M;1998-03-20;ROW;Men's Single Sculls
MCEWEN;SHELBY;USA;USA;M;1996-04-06;ATH;Men's High Jump
NILSEN;CHRISTOPHER;USA;USA;M;1998-01-13;ATH;Men's Pole Vault
OTTERDAHL;PAYTON;USA;USA;M;1996-04-02;ATH;Men's Shot Put
REESE;ERIN;USA;USA;F;1995-12-04;ATH;Women's Hammer Throw
ROSS;JAIDA;USA;USA;F;2001-10-29;ATH;Women's Shot Put
MADDOX;KAREEM;USA;USA;M;1989-12-09;BK3;Men
CURRY;STEPHEN;USA;USA;M;1988-03-14;BKB;Men
JONES;OMARI;USA;USA;M;2002-11-07;BOX;Men's 71kg
HAMMER;ZACH;USA;USA;M;2006-05-29;CLB;Men's Speed
LEIBFARTH;EVY;USA;USA;F;2004-01-26;CSL;Women's Kayak Cross
MARTIN;BOYD;USA;USA;M;1979-08-20;EQU;Eventing Team
ZHANG;ROSE;USA;USA;F;2003-05-24;GLF;Women's Individual Stroke Play
GOLINI;AMANDA;USA;USA;F;1995-03-28;HOC;Women
YONEZUKA;JACK;USA;USA;M;2003-05-20;JUD;Men -73 kg
JOHNSTON;DAVID;USA;USA;M;2001-10-28;OWS;Men's 10km
SEDRICK;ALEX;USA;USA;F;1998-02-28;RU7;Women
LIEBENBERG;DAVID;USA;USA;M;1991-10-26;SAL;Mixed Multihull
HINTON;WILLIAM;USA;USA;M;1996-01-04;SHO;Trap Men
LEVERETT;HENRY TURNER;USA;USA;M;2001-06-13;SHO;25m Rapid Fire Pistol Men
REMATI;RUBY;USA;USA;F;2002-08-14;SWA;Team
BERKOFF;KATHARINE;USA;USA;F;2001-01-28;SWM;Women's 100m Backstroke
LEDECKY;KATIE;USA;USA;F;1997-03-17;SWM;Women's 400m Freestyle
PEPLOWSKI;ANNA;USA;USA;F;2002-09-25;SWM;Relay Only Athlete - Women
FRITZ;TAYLOR;USA;USA;M;1997-10-28;TEN;Men's Doubles
PAUL;TOMMY;USA;USA;M;1997-05-17;TEN;Men's Doubles
DILLON;FAITH;USA;USA;F;2002-06-23;TKW;Women -57kg
RUSSELL;AARON;USA;USA;M;1993-06-04;VVO;Men
CARLINI;LAUREN;USA;USA;F;1995-02-28;VVO;Women
RETTKE;DANA;USA;USA;F;1999-01-21;VVO;Women
THEISEN LAPPEN;MARY;USA;USA;F;1990-11-03;WLF;Women's +81kg
MULLOJONOV;LAZIZBEK;UZB;UZB;M;1999-05-13;BOX;Men's 92kg
KELDIYOROVA;DIYORA;UZB;UZB;F;1998-07-13;JUD;Women -52 kg
DJURAEV;AKBAR;UZB;UZB;M;1999-10-08;WLF;Men's 102kg
VARDANYAN;ARAM;UZB;UZB;M;1995-11-11;WRE;Men's Greco-Roman 77kg
LAWSON;NATHAN;AUS;AUS;M;1999-01-23;RU7;Men
PATERSON;HENRY;AUS;AUS;M;1997-02-26;RU7;Men
NICOLAIDIS;MARK;AUS;AUS;M;2000-07-20;VBV;Men
BORCHASHVILI;WACHID;AUT;AUT;M;1998-09-24;JUD;Mixed Team
KORNELLI;ALINA;AUT;AUT;F;2000-05-12;SAL;Women's Kite
RAMAZANOVA;YAYLAGUL;AZE;AZE;F;1990-01-18;ARC;Women's Individual
ABDULLAYEV;MAHAMMAD;AZE;AZE;M;1999-04-06;BOX;Men's +92kg
SISK;PIETER;BEL;BEL;M;1999-12-08;ATH;Men's 800m
BOLINGO;CYNTHIA;BEL;BEL;F;1993-01-12;ATH;Women's 400m
NKANSA;DELPHINE;BEL;BEL;F;2001-09-21;ATH;Women's 4 x 100m Relay
VANLOO;JULIE;BEL;BEL;F;1993-02-10;BKB;Women
VAN DEN BOSSCHE;FABIO;BEL;BEL;M;2000-09-21;CTR;Men's Team Pursuit
MAGNUS;TINE;BEL;BEL;F;1991-08-25;EQU;Eventing Team
BRASSART;MAELLYSE;BEL;BEL;F;2001-06-22;GAR;Women
RAYE;ABIGAIL;BEL;BEL;F;1991-05-17;HOC;Women
NIKIFOROV;TOMA;BEL;BEL;M;1993-01-25;JUD;Men -100 kg
DE SMET;WILLIAM;BEL;BEL;M;1995-05-17;SAL;Men's Dinghy
BARDI;FELIPE;BRA;BRA;M;1998-10-08;ATH;Men's 4 x 100m Relay
BONFIM;CAIO;BRA;BRA;M;1991-03-19;ATH;Marathon RW Mixed Relay
VILAR;LUCAS;BRA;BRA;M;2001-03-10;ATH;Men's 4 x 400m Relay
DA SILVA TRINDADE;MICHAEL DOUGLAS;BRA;BRA;M;2000-11-18;BOX;Men's 51kg
OLIVEIRA;LUIZ GABRIEL;BRA;BRA;M;2001-01-24;BOX;Men's 57kg
DE JESUS CHAGAS;TATIANA REGINA;BRA;BRA;F;1992-07-25;BOX;Women's 54kg
NASCIMENTO GODMANN;JACKY JAMAEL;BRA;BRA;M;1999-04-14;CSP;Men's Canoe Double 500m
TOLDO;GUILHERME;BRA;BRA;M;1992-09-01;FEN;Men's Foil Individual
LOPES;JHENNIFER;BRA;BRA;F;2000-07-28;HBL;Women
AGUIAR;MAYRA;BRA;BRA;F;1991-08-03;JUD;Women -78 kg
ISAAC;MATEUS;BRA;BRA;M;1994-01-16;SAL;Men's Windsurfing
MONTEIRO;THIAGO;BRA;BRA;M;1994-05-31;TEN;Men's Doubles
BERGMANN;JULIA ISABELLE;BRA;BRA;F;2001-02-21;VVO;Women
MITKOVA;PLAMENA;BUL;BUL;F;2004-09-18;ATH;Women's Long Jump
MILADINOV;JOSIF;BUL;BUL;M;2003-06-23;SWM;Men's 100m Butterfly
RAMAZANOV;MAGOMED ELDAROVITCH;BUL;BUL;M;1993-05-22;WRE;Men's Freestyle 86kg
DUNFEE;EVAN;CAN;CAN;M;1990-09-28;ATH;Men's 20km Race Walk
LUMB;KIERAN;CAN;CAN;M;1998-08-02;ATH;Men's 1500m
LUNDMAN;OLIVIA;CAN;CAN;F;2003-01-03;ATH;Marathon RW Mixed Relay
YEE;REGAN;CAN;CAN;F;1995-07-04;ATH;Women's 5000m
PHIL WIZARD;;CAN;CAN;M;1997-01-25;BKG;B-Boys
BESHARAH-HREBACKA;TOSHKA;CAN;CAN;F;2003-04-30;CSP;Women's Kayak Four 500m
BONHOMME;ARIANE;CAN;CAN;F;1995-04-02;CTR;Women's Team Pursuit
GENEST;LAURIANE;CAN;CAN;F;1998-05-28;CTR;Women's Sprint
ZADORSKY;SHELINA;CAN;CAN;F;1992-10-24;FBL;Women
XIAO;RUIEN;CAN;CAN;F;2007-11-07;FEN;Women's Épée Individual
ELNAHAS;SHADY;CAN;CAN;M;1998-03-27;JUD;Men -100 kg
DEGUCHI;CHRISTA;CAN;CAN;F;1995-10-29;JUD;Women -57 kg
PAYNE;SYDNEY;CAN;CAN;F;1997-09-16;ROW;Women's Eight
LAMOTHE;AUDREY;CAN;CAN;F;2005-02-18;SWA;Team
MCINTOSH;SUMMER;CAN;CAN;F;2006-08-18;SWM;Women's 200m Butterfly
PICKREM;SYDNEY;CAN;CAN;F;1997-05-21;SWM;Women's 200m Individual Medley
DEARING;DANIEL;CAN;CAN;M;1990-01-13;VBV;Men
HOAG;NICHOLAS;CAN;CAN;M;1992-08-19;VVO;Men
VAN BERKEL;LUCAS;CAN;CAN;M;1991-11-29;VVO;Men
WRIGHT;EMMA;CAN;CAN;F;1996-11-16;WPO;Women
DI STASIO;JUSTINA RENAY;CAN;CAN;F;1992-11-22;WRE;Women's Freestyle 76kg
INOSTROZA;ARANTZA;CHI;CHI;F;2000-04-07;FEN;Women's Foil Individual
WU;ZHIQIANG;CHN;CHN;M;1994-04-10;ATH;Men's 4 x 100m Relay
ZHU;YAMING;CHN;CHN;M;1994-05-04;ATH;Men's Triple Jump
LITHE-ING;;CHN;CHN;M;2005-05-25;BKG;B-Boys
LONG;JINBAO;CHN;CHN;M;2000-11-08;CLB;Men's Speed
QUAN;XIN;CHN;CHN;M;1996-11-24;CSL;Men's Kayak Single
HUA TIAN;ALEX;CHN;CHN;M;1989-10-25;EQU;Eventing Individual
CHEN;QINGYUAN;CHN;CHN;F;1997-02-15;FEN;Women's Foil Team
JIAO;ENQI;CHN;CHN;F;2006-01-18;FEN;Women's Foil Team
MI;JIUJIANG;CHN;CHN;M;1992-05-08;MTB;Men's Cross-country
CHEN;JINGYUE;CHN;CHN;F;2000-12-28;SAL;Women's Kite
QIN;HAIYANG;CHN;CHN;M;1999-05-17;SWM;Men's 100m Breaststroke
SUN;JIAJUN;CHN;CHN;M;2000-08-01;SWM;Men's 100m Breaststroke
LI;BINGJIE;CHN;CHN;F;2002-03-03;SWM;Women's 400m Freestyle
XUE;CHEN;CHN;CHN;F;1989-02-18;VBV;Women
HERRERA;CESAR;COL;COL;M;1999-01-18;ATH;Marathon RW Mixed Relay
QUINTERO CHAVARRO;KEVIN SANTIAGO;COL;COL;M;1998-10-28;CTR;Men's Keirin
BARON;ANGELA;COL;COL;F;2003-09-18;FBL;Women
LASSO;ERIKA;COL;COL;F;1999-06-23;JUD;Women -48 kg
MIHIC;LOVRO;CRO;CRO;M;1994-08-25;HBL;Men
MATIC;BARBARA;CRO;CRO;F;1994-12-03;JUD;Women -70 kg
MARTINEZ;LAZARO;CUB;CUB;M;1997-11-03;ATH;Men's Triple Jump
ALMANZA;ROSE MARY;CUB;CUB;F;1992-07-13;ATH;Women's 800m
GRANDA;ANDY;CUB;CUB;M;1992-02-04;JUD;Men +100 kg
PUPO;LEURIS;CUB;CUB;M;1977-04-09;SHO;25m Rapid Fire Pistol Men
MUCHOVA;KAROLINA;CZE;CZE;F;1996-08-21;TEN;Women's Singles
LAUGE;RASMUS;DEN;DEN;M;1991-06-20;HBL;Men
TENORIO;ANGELA GABRIELA;ECU;ECU;F;1996-01-27;ATH;Women's 100m
KHALIFA;MOHAMED;EGY;EGY;M;1996-08-30;ATH;Men's Shot Put
MAHMOUD;JANA;EGY;EGY;F;2004-08-17;GAR;Women
SANAD;MOHAMMAD;EGY;EGY;M;1991-01-16;HBL;Men
ELGENDY;AHMED;EGY;EGY;M;2000-03-01;MPN;Men's Individual
ABOUSHOKKA;AMIRA;EGY;EGY;F;1979-08-15;SHO;Skeet Women
KHALIL;REMAS;EGY;EGY;F;2006-10-01;SHO;10m Air Rifle Women
ALY;SEIFELDIN HASSAN;EGY;EGY;M;1999-07-14;VVO;Men
HAIKAL;REDA;EGY;EGY;M;1990-11-07;VVO;Men
AHMED;SARA;EGY;EGY;F;1998-01-01;WLF;Women's 81kg
ELDERS;MOSTAFA;EGY;EGY;M;1998-12-12;WRE;Men's Freestyle 97kg
GABRIYESOS;TACHLOWINI;EOR;ERI;M;1998-01-01;ATH;Men's Marathon
MEHDIPOURNEJAD;KASRA;EOR;IRI;M;1992-12-26;TKW;Men +80kg
MORA ROMERO;RAMIRO;EOR;CUB;M;1997-09-29;WLF;Men's 102kg
GARUBA;USMAN;ESP;ESP;M;2002-03-09;BKB;Men
ORTIZ;MARIONA;ESP;ESP;F;1992-02-28;BKB;Women
LAZKANO LOPEZ;OIER;ESP;ESP;M;1999-11-07;CRD;Men's Road Race
ANTOLINO;VALERIA;ESP;ESP;F;2002-08-30;DIV;Women's 3m Springboard
LLAVADOR;CARLOS;ESP;ESP;M;1992-04-26;FEN;Men's Foil Individual
MAQUEDA;JORGE;ESP;ESP;M;1988-02-06;HBL;Men
BOTIN LE CHEVER;DIEGO;ESP;ESP;M;1993-12-25;SAL;Men's Skiff
JULIA TOUS;FERRAN;ESP;ESP;M;2000-07-07;SWM;Relay Only Athlete - Men
CARRASCO CADENS;EMMA;ESP;ESP;F;2005-12-31;SWM;Women's 400m Individual Medley
ESPAR LLAQUET;ANNI;ESP;ESP;F;1993-01-08;WPO;Women
ROBINSON;JOANNA;FIN;FIN;F;1989-04-01;EQU;Dressage Team
LOPEZ;CAROLINE;FRA;FRA;F;2004-01-09;ARC;Women's Individual
MAYER;KEVIN;FRA;FRA;M;1992-02-10;ATH;Men's Decathlon
NAVARRO;NICOLAS;FRA;FRA;M;1991-03-12;ATH;Men's Marathon
BONNIN;MARIE-JULIE;FRA;FRA;F;2001-12-17;ATH;Women's Pole Vault
FAUTHOUX;MARINE;FRA;FRA;F;2001-01-23;BKB;Women
LAGAET;;FRA;FRA;M;1988-05-28;BKG;B-Boys
SYSSY;;FRA;FRA;F;2007-09-01;BKG;B-Girls
LKHADIRI;WASSILA;FRA;FRA;F;1995-09-14;BOX;Women's 50kg
VIGLIONE;CAPUCINE;FRA;FRA;F;2002-12-09;CLB;Women's Speed
CORDON RAGOT;AUDREY;FRA;FRA;F;1989-09-22;CRD;Women's Individual Time Trial
DORANGE;EUGENIE;FRA;FRA;F;1998-06-09;CSP;Women's Canoe Single 200m
BASQUIN;PAULINE;FRA;FRA;F;1978-12-09;EQU;Dressage Team
VILARINO;LOZEA;FRA;FRA;F;2003-02-03;GRY;Group All-Around
KARABATIC;NIKOLA;FRA;FRA;M;1984-04-11;HBL;Men
MINNE;AYMERIC;FRA;FRA;M;1997-04-20;HBL;Men
FLIPPES;LAURA;FRA;FRA;F;1994-12-13;HBL;Women
JOUIN;NOE;FRA;FRA;M;2002-08-02;HOC;Men
PONTHIEU;EMMA;FRA;FRA;F;1996-03-09;HOC;Women
VAN BOLHUIS;GUUSJE;FRA;FRA;F;2001-01-06;HOC;Women
VERRIER;GABRIELLE;FRA;FRA;F;1997-07-18;HOC;Women
CYSIQUE;SARAH LEONIE;FRA;FRA;F;1998-07-06;JUD;Mixed Team
TURLAN;THIBAUD;FRA;FRA;M;1996-10-18;ROW;Men's Four
PEQUIN;CLEMENT;FRA;FRA;M;1993-02-16;SAL;Men's Skiff
CERVERA;LOUISE;FRA;FRA;F;1998-04-14;SAL;Women's Dinghy
JEDRZEJEWSKI;CAMILLE;FRA;FRA;F;2002-04-25;SHO;25m Pistol Women
GIRAUD;AURELIEN;FRA;FRA;M;1998-02-03;SKB;Men's Street
AUBRY;DAVID;FRA;FRA;M;1996-11-08;SWM;Men's 400m Freestyle
JOLY;DAMIEN;FRA;FRA;M;1992-06-04;SWM;Men's 1500m Freestyle
SALVAN;HADRIEN;FRA;FRA;M;1997-07-10;SWM;Relay Only Athlete - Men
RESSENCOURT;LILOU;FRA;FRA;F;2003-06-05;SWM;Relay Only Athlete - Women
WATTEL;MARIE;FRA;FRA;F;1997-06-02;SWM;Women's 100m Butterfly
BUREL;CLARA;FRA;FRA;F;2001-03-24;TEN;Women's Singles
BJORCH;EMIL;FRA;FRA;M;1987-08-29;WPO;Men
BOUET;ALEXANDRE;FRA;FRA;M;2000-12-05;WPO;Men
MILLS;GEORGE;GBR;GBR;M;1999-05-12;ATH;Men's 5000m
WILKINSON;CALLUM;GBR;GBR;M;1997-03-14;ATH;Men's 20km Race Walk
HUNT;AMY;GBR;GBR;F;2002-05-15;ATH;Women's 4 x 100m Relay
WHYTE;KYE;GBR;GBR;M;1999-09-21;BMX;Men
RICHARDSON;LEWIS;GBR;GBR;M;1997-06-04;BOX;Men's 71kg
BARKER;ELINOR;GBR;GBR;F;1994-09-07;CRD;Women's Road Race
FRANKLIN;MALLORY;GBR;GBR;F;1994-06-19;CSL;Women's Canoe Single
FINUCANE;EMMA;GBR;GBR;F;2002-12-22;CTR;Women's Keirin
DOWNIE;REBECCA;GBR;GBR;F;1992-01-24;GAR;Women
MARTIN;ABIGAIL;GBR;GBR;F;2008-04-19;GAR;Women
FLEETWOOD;THOMAS;GBR;GBR;M;1991-01-19;GLF;Men's Individual Stroke Play
WILLIAMSON;CONOR;GBR;GBR;M;2001-12-20;HOC;Men
RUDKIN;JAMES;GBR;GBR;M;1994-07-07;ROW;Men's Eight
STEWART;EVE;GBR;GBR;F;1998-01-13;ROW;Women's Eight
JOYCE;JASMINE;GBR;GBR;F;1995-10-09;RU7;Women
NORMAN-BELL;ISLA;GBR;GBR;F;2000-02-21;RU7;Women
BECKETT;MICHAEL;GBR;GBR;M;1995-03-27;SAL;Men's Dinghy
BLACK;FREYA;GBR;GBR;F;2001-05-22;SAL;Women's Skiff
COWARD-HOLLEY;MATTHEW JOHN;GBR;GBR;M;1994-12-14;SHO;Trap Men
WILBY;JAMES;GBR;GBR;M;1993-11-12;SWM;Men's 100m Breaststroke
BAUER;KATHARINA;GER;GER;F;1995-09-01;ARC;Mixed Team
SCHWARZ;CHARLINE;GER;GER;F;2001-01-15;ARC;Women's Individual
ACOSTA FERNANDEZ;YASMANI;CHI;CHI;M;1988-07-16;WRE;Men's Greco-Roman 130kg
LI;JIAMAN;CHN;CHN;F;1997-08-18;ARC;Mixed Team
LI;JIAMAN;CHN;CHN;F;1997-08-18;ARC;Women's Individual
YANG;XIAOLEI;CHN;CHN;F;2000-06-28;ARC;Women's Team
ZHONG;TAO;CHN;CHN;M;2002-08-12;ATH;Men's Pole Vault
FENG;BIN;CHN;CHN;F;1994-04-03;ATH;Women's Discus Throw
LI;YUERU;CHN;CHN;F;1999-03-28;BKB;Women
PAN;YUFEI;CHN;CHN;M;2000-06-23;CLB;Men's Boulder & Lead
CHEN;YULE;CHN;CHN;F;2007-12-17;CSP;Women's Kayak Double 500m
MO;ZIWEI;CHN;CHN;M;1996-12-30;FEN;Men's Foil Individual
YUAN;CARL;CHN;CHN;M;1997-03-21;GLF;Men's Individual Stroke Play
CHEN;KEYI;CHN;CHN;F;1995-07-23;RU7;Women
LIU;XIAOQIAN;CHN;CHN;F;1996-02-16;RU7;Women
XU;JIAYU;CHN;CHN;M;1995-08-19;SWM;Men's 200m Backstroke
ZHANG;ZHANSHUO;CHN;CHN;M;2007-05-14;SWM;Men's 800m Freestyle
PENG;XUWEI;CHN;CHN;F;2003-01-15;SWM;Women's 200m Backstroke
SUN;YINGSHA;CHN;CHN;F;2000-11-04;TTE;Women's Singles
HABILA;AWUSAYIMAN;CHN;CHN;M;1998-06-01;WRE;Men's Freestyle 97kg
PANG;QIANYU;CHN;CHN;F;1996-11-13;WRE;Women's Freestyle 53kg
TA LOU-SMITH;MARIE-JOSEE;CIV;CIV;F;1988-11-18;ATH;Women's 4 x 100m Relay
RENDON MARTINEZ;ANA;COL;COL;F;1986-03-10;ARC;Mixed Team
GAVIRIA;MAYRA;COL;COL;F;1997-05-26;ATH;Women's Hammer Throw
GONZALEZ LANDAZURY;YILMAR LEANDRO;COL;COL;M;1993-03-10;BOX;Men's 57kg
SOLARTE;ALEJANDRO;COL;COL;M;2001-09-21;DIV;Men's 10m Platform
SALAZAR;LIANA;COL;COL;F;1992-09-16;FBL;Women
VANEGAS;MANUELA;COL;COL;F;2000-11-09;FBL;Women
FREIRE;SAMUEL;CPV;CPV;M;1990-08-28;ATH;Men's Marathon
DRUMMOND;GERALD;CRC;CRC;M;1994-09-05;ATH;Men's 400m Hurdles
MARINIC;MATIJA;CRO;CRO;M;1990-12-24;CSL;Men's Kayak Cross
GOVORCINOVIC;ANAMARIA;CRO;CRO;F;1997-05-17;CSP;Women's Kayak Single 500m
MARICIC;MIRAN;CRO;CRO;M;1997-06-17;SHO;10m Air Rifle Men
GARCIA NAVARRO;ANISLEY;CUB;CUB;F;2002-01-19;DIV;Women's 10m Platform
DEL TORO CARVAJAL;MAYLIN;CUB;CUB;F;1994-10-22;JUD;Women -63 kg
MANASOVA;KAROLINA;CZE;CZE;F;2003-11-26;ATH;Women's 100m
KRAL;ONDREJ;CZE;CZE;M;1999-04-15;BDM;Men's Doubles
NOVOTNA;VERONIKA;CZE;CZE;F;2000-11-11;MPN;Women's Individual
MOERKOEV;MICHAEL;DEN;DEN;M;1985-04-30;CTR;Men's Team Pursuit
SAOUMA-PEDERSEN;NATACHA VIOLET;DEN;DEN;F;1997-07-17;SAL;Mixed Multihull
LOSOS DE MUNIZ;YVONNE;DOM;DOM;F;1967-09-08;EQU;Dressage Individual
NIN REYES;AUDRYS;DOM;DOM;M;1995-01-02;GAR;Men
MARTE FRICA;NIVERKA DHARLENIS;DOM;DOM;F;1990-10-19;VVO;Women
ELDERAA;SEIF;EGY;EGY;M;1998-09-19;HBL;Men
HENDAWY;KARIM;EGY;EGY;M;1988-05-01;HBL;Men
ELFEKY;AMINA;EGY;EGY;F;2005-03-01;SWA;Team
ELKAMASH;MARWAN;EGY;EGY;M;1993-11-14;SWM;Men's 1500m Freestyle
